Comment,Kind of offensive language
biegaczka mieć czerwonka choroba klamczuszków albo być zdrowy i jura jak koń,0
no tak ale co to za ryzyka postawić kupon za złoty,0
haha i mówić to piłkarz który nigdy nie osiągnąć on poziom,0
no i nie zapominać o kredo,0
a cały autobus wstać i zacząć klaskać clipping_hands,0
jak mieć co tydzień wylatywać do hiszpanii w sprawa osobisty bo tęsknić to niech odchodzić,0
tak jak myślałempajac myśl że być bohater,0
wyluzować przecież nie zostać prezes po to żeby wszystek sekcja uśmiercić,0
w twój przypadek tępy być i wpis i autor,0
rak wątroba rak mózg nie mieć inny przeciwskazań nie wierzyć co wy mówić,0
wszystek myślić piwko napój dla pedał a jak późno pierdolić kilogram boczek to już się nie liczyć,0
no to artysta do robota robota kochany beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes grinding_face grinding_face,0
uuuu dać znać późno to wpaść albo zapraszać do akademik face_with_tears_of_joy,0
teraz w sobota ruszać odcinek na żywo the voice i on będą gość muzyczny będą grać wbijać do polski face_with_tears_of_joy,0
co robić bo ja się nudzić,0
rozumieć że być pani dno w ten łódka i stąd ten informacja,1
tak samo jak spory część polak,0
no to super dziennikarz przeprowadzać wywiad,0
to rak sam jak ja który raz będziesz zdawać,0
zaległy hajs za stadion zostać spłacić z prawo tv natomiast bieżący napewno pójść z ten umowa,0
trzeba być przełożyć mecz na niedziela,0
jednak chodzić o skręt w lewy,0
nie wiedzieć nie znać ale wierzyć ty na słowo winning_face_with_tongue,0
dzięki trudny mecz wisła też grać dobrze i wcale nie powiedzieć żeby widać być brak ten wszystek obcokrajowiec,0
nieoficjalnie trybun za bramka na lechu w następny sezon będzie nosić nazwa curva dość,0
trochę być może ale być confused bo nie wiedzieć kto to ten cały lipka kto ja oświecić,0
mourinho od kilka rok też być przegrywusem ale ciągle jechać na nazwisko i osiągnięcie sprzed rok,0
a co teraz wolski nie grać a jaki być frekwencja,0
tylko że musić mieść świeży umysł o ten,0
pensive_face pensive_face pensive_face dużo siła person_bowing,0
taki który się obchodzić tył,0
historia ludzkość to historia głupota wziąć do serce,0
fajnie mieć na wydział,0
kolejny gacić jak bura suka,1
a o wy historia nawet nie wspomnieć bo wasz miejsce być na śmietnik być odpad demokracja,0
mieć mój pieniądz mieć ja on oddać koniec kropka,0
to być jakiś policealny czy cos,0
paradoksalnie kraj trząść stary perry a jednak być lider w homofobia w eu thinking_face,0
udawać orgazm dla kobieta to przecież żaden problem beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes,0
długo musieć tam stac że się tak wcisnąć w kamień,0
male gest świadczyć o człowiek,0
a teraz dzwonić sakiewka z kasa i ciągle on mało,0
widzieć dzięki ja zyskać przyjaciel face_with_tears_of_joy,0
pani kto nie wydać złoty na wiza niech pierwszy życie kamień,0
oczywiście że wypłynąć jak każdy gówno,0
nie ktokolwiek nie świętować z krzywoprzysięzca i zakłamany oszust taki tak ty,0
mój mama zawsze mówić jedyny mężczyzna który na ty zasługiwać to ten który myślić że nie zasługiwać,0
jak to przecież wiadomość w ubiegły tydzień podać że kolejka do lekarz zniknąć,0
w koniec mieć czas na żyto,0
patrze na wisle i nie mieć tam terminarzaale ważny że wiedzieć kto być król social medium i co zygmunt napisać na facebook,0
artego też bogaty skoro oficjalnie żebrać o pieniądz,0
spoko jak coś to dać znać,0
my wtedy być na miejsce piętro,0
i w ten sposób zapewnić legia mistrzostwo,0
psychicznie ja rozebrać już nie mieć siła czytać psychopolactwa odklejenie mózgowy na,0
marnować się tam wiadomo czekać na więcej beaming_face_with_smiling_eyes,0
transmitować po kryjomu kto lizenz dupa pisowi ogólnie czy anton ty karać twój tv jako jedyny ten brednia nie pokazywać,1
nie zdziwiłbym sie przecież on sa jak nazwać świat nie mieć poza marsz,0
pasować by wreszcie przestać lizać się po jajo podniecać ilość transfer i zwrócić uwaga na stylo i wynik bo jakiś świnia my jebać,0
kurwa to wino dobry zmiana,0
jankowski straszak hahaha dobry,0
jaruzelski jeździć z kierowca i stać na światło,0
w przypadek mąka to patrzyć na decyzja kawałek musieć zadecydować kwestia zdrowotny,0
i przestawać ty smakować padlina grinding_face grinding_face grinding_face grinding_face,0
podobno to tak dobrze dla my przy przeziębienie idk,0
byłem pewny że gdzieś widzieć ten ruski morda,0
już brakować antena dla wasz kłamstwo,0
jakby być odwrotny sytuacja to byś pewnie deprecjonować co to za śmieszny puchar klopp wygrać,0
powyżej tyś się nie pytać,0
sa dowód trzy osoba przeżyć katastrofa smoleński,0
jeden z mój ulubiony wspomnienie z dzieciństwo to spacer z tato który śpiewać ja piosenka wojciecha młynarski tak on zapamiętać,0
rak dupa pewnie podobnie badać palec odbyt w cel wstępny diagnoza,0
koperta tłusty chyba tez być,0
z on taki patriota i kompetentny polityka jak ty niezależny i kompetentny dziennikarz jeden wart drugi,0
dziękować smiling_face_with_hearteyes udać ja się w koniec bo rok ten wszystko trwać,0
ostrzegać ha ha a ten pracownik tvn to pewnie pokazywać prawy ręka tam po prawy na górka być masa podgrzybek,0
ciekawy że wychować się z llerem w jeden blok różnica piętro,0
to chyba jakiś trzeci bliźniak czy wy nie pamiętać jak kaczynski wyglądać żenada,0
w mw być sam mistrz intelekt,0
worek oczywiście pod pole karny senegalu na metro mało więcej,0
nie wiedzieć bać się otworzyć,0
no bez jajko zasłonić twarz nasz hani beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes,0
name,0
powiedzieć to piotrowiczowi i krzyż,0
caly majątek oddałem dziecko też swój mieć przekazać,0
no to skoro wystawiać zły zawodnik liga to nie dobrze świadczyć o trener,0
coś on tam w dusza grać,0
bhutan malediwy to nie można przegapić,0
po co promować taki miernota,0
jak nie ja jak ja,0
też ja się z to skojarzyć,0
po ostatni tweet nie dziwie się że nie wiedzieć o co chodzić,0
posłuchałem rada raz wyłączyć tvn nagle wszystek nazista zniknąć nigdzie on nie mieć,0
nie wiedzieć co wybrać ale mieć nadzieja że ten bluzka z pierwszy zdjęcie bo być zajebisty,0
o on face_with_tears_of_joy a co słuchać,0
z ten tramwaj to nie dać się nabrać dobrze iść na autobus lub inny przystanek,0
przepraszać za wszystek gdzie móc publicznie,0
wczoraj tyle ćwiczyłam z rozwalać ja brzucho od środek jak mieć kaszel albo kochać,0
oczywiście że ktoś by się przydać ale nie ja zarządzać kasa a zawodniczka pewnie w styczeń jakiś przyjść tak obstawiać,0
my jeszcze bardzo wystraszyć d,0
zgadzać się w,0
póki nie ogłosić oficjalnie to nie mieć co przesądzaćjuż kiedyś medium być pewny że schaefer będzie trener i henin wyskoczyć,0
e tam patriota z ja,0
sam się sobie dziwie ale nie często można pisać z ameba,0
a książka z fototapeta przeczytałeś debil jakby nie dopłata z ue to polski rolnik być na etap czworak i pańszczyzna,0
on sprawa fakt fakt zrobić krok do tył,0
dokładnie też mieć z swój niezle przebój,0
kawałek zostałeś polityk to kiedy móc napluć ty w morda,0
a po co na ławka jak i tak nie zagrać a clj walczyć o utrzymanie,0
nie poddać się kochać beton beton lewacki,0
ten son jeszcze z miesiąc poczekać a ja być ciekawy bo mieć mieść praktyka i ten wszystko wiece woman_struggling,0
wiedzieć ale bym chcieć dziśjutro grinding_face,0
biga macać być teraz w promocja z zet,0
jaki róża taki cierń nie dziwić nica beaming_face_with_smiling_eyes,0
czytałem że w ten filia trochę za dużo ten przewrotka p,0
justus laicka z gol dla litwa u który zremisować z wyspa owczy,0
wstyd ja za to co ja wypierdalać w wieko rok polegać jakiś byłam chcieć ten czas wymazać z swój pamięć,0
mały policzek bardzo dobrze w koniec się zmierzyć wojna,0
myślić że głośny jednoznacznie negatywny i ostry reakcja trochę utemperować ten piękny plan podbicie reklamowy świat,0
a edukcja tworzyć nowy polak z odklejenie mózgowy zakończyć się to inwazja psychopolactwa,0
to musieć być bardzo dawno bo nie kojarzyć zupełnie żebym pisać co się zajmować ale zatem pointa za świetny pamięć,0
chciałeś plotka więc giorgi merebashwili do wisły zrodlo,0
drużyna w rozsypka epoka postprawdy alternatywny fakt odklejenie mózgowy ordynarność prostactwo religia smoleński,0
minuta me before you a ja już ryczeć,0
piękno i zwykły ciepło w jeden i mieć efekt face_blowing_a_kiss face_blowing_a_kiss face_blowing_a_kiss face_blowing_a_kiss,0
a to nie anderson wygrać winning_face,0
wezwanie do zaplaty dla pilotow w kwota tyś chory palant,0
widzieć że który puszczać zwieraczeale jakiś kultura obowiązywać a hanys to brzmieć dumnie beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes,0
czy móc się jutro obudzić ładny prosić,0
trudno dobrze oceniac nasz sadownictwo skoro sędzia w plac kraina kiełbasa pendrajwy czy część do wiertarka,0
łks trzeci liga za złoty sprzedawać jak dobrze pamiętać,0
o ten godzina to spać,0
aha móc pan sprowadzić ktoś z canal to skorzystać,0
od rano marynować mięso w musztarda i pieprz póki co ten wszystko,0
dziękować tylko przy mój tryba praca wygodny być jednak punkt w centrum handlowy czynny do,0
pytanie ile on obiecać a nie ile płacić winning_face_with_tongue,0
bit piłkarz to akurat specjalność legia,0
daria jak się karny z kapelusz wykorzystywać to być wynik w plecy,0
wszystko przełknę tylko nie i wycieczka do wygląd co się dziać,0
a wiedzieć co mówić bo tak wyglądać on westa ham,0
potrzebować zajebisty koronkowy czarny stanik około dziękować,0
ja jeszcze jurassic park nadrabiać,0
dać ja znać a ja ty powiedzieć z nawet jakby nie wynieść to się nie martwić bo facet to drań,0
robić taki scena litość że wszyscy zacząć się on zajmować zostawiać swój chory zwierzę face_with_tears_of_joy,0
no tak ale to anglicy,0
no ale w reprezentacja słaby lega wiece jak odpoczywać od słabość,0
oby na parkiet też,0
aż sobie zrobić test z geografia na stolica państwo ciekawy ile pamiętać,0
opinion blaming poland for the holocaust is unjustified,0
co to za moda na filmik na twitter ostatnio,0
tak jeden albo dwa wywalić,0
przebić bo mieć więcej strzelonych,0
być chociażby na mecz z śląskiem i na finał z artego,0
dzięki chłopak że chcieć pomócale jeszcze nie mieć farba być w kontakt,0
jeszcze raz ktoś powiedzieć o wykorzystanie maksimum możliwość to ja szlaga trafić,0
trudno się dostać na staż,0
a ten zajęcie to z co być domyślać się że z anatomia beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes,0
akurat o dowód móc pytać z inny powód zippermouth_face face_with_tears_of_joy,0
a w dziś dzienie żałoba telewizja publiczny stracić wspaniały widz ogłosić że od dziś przestawać oglądać tvp,0
iść po wierszówka będzie na piwo,0
name,0
no ale być sprawiedliwijesli teraz być lisowski przedtem być polski a nie zależny,0
zły to trafić na nieco dobry od siebie drużyna z jakiś izraelaazerbejdżanu i odpaść,0
najpierw to zacząć od spłata zobowiązanie,0
precz z komuna piotrowicz krzyczeć cha cha cha,0
dopiero teraz wpaść jak sędzia tarnowski oszukać wigry i w sobota żenujący,0
tylko nazwa średni ale można udawać że nazywać się inaczej następne,0
o kurwa zmienić ja avatar a anulowałem,0
jaracz bać się o odbyt nie chcieć iścić do ciupa zrobić wszystko nasz rodak jednak to kupić,0
co mieć pan ziobro nie przy śniadanie bo się niespodziewanie zdławić można,0
oj być różny absurdalny głos ale z różny kraj,0
teraz się ślizgać ale prędko czy późno też skończyć jak rucho pytanie czy za rok czy za kilka rok,0
dzisiejszy wynik garbarnia nie mieć żaden znaczenie,0
teraz prawie bramke strzelić,0
nie móc rozgryźć wyborca andruszkiewicz albo mieć do siebie dystans jak stąd do petersburg albo iq puszka po solić orzeszek,0
wszystek stary zboczony dziecko i wróg pisu,0
wczoraj wyjechać z bydgoszczy xd i jak mieszkanka,0
oby bo ja to inaczej zinterpretowałem,0
zostać wybrać piłkarz turniej ale odmówić przyjęcie nagroda,0
to tylko garstka kapitalny zdjęcie autorstwo ekipa flexes_biceps marka dusza g jakubowski tatapad,0
piłkarz mieć obawa o swój bezpieczeństwoprzez to poza wyjazd na trening praktycznie nie wychodzić z dom biedny cierzniak,0
chcieć już plan na nowy semestr,0
z belka można jeść uwierzyć na słowo,0
szkoda zdrowie czytać taki gówno dobrze zbanować cha,0
jak nie za gra to za wynik ale dobrze że wymagać od siebie dużo beaming_face_with_smiling_eyes winning_face_with_tongue,0
jak by to bromek być zamiast krystyny to każdy by twierdzić że zasłużony czerwony a z krystyna to twierdzić z sędzia hu,0
no skoro ty tak mówić to na pewno tak będzie haha,0
no to być czy podobno zdecydować się,0
a co na temat nijaki jaki tak wy kochać że unikać wasz logo na swój reklama,0
być on potem dwanaście n teraz on być sto,0
nawet w taki chwila chciałbyś mieszać w sport polityka debil,0
nie chcieć ja się wstawać na zajeciaaaaa,0
ja w ten sezon widziałem mecz turniej drużyna a licznik wciąż bić bo sezon się nie skończyć winning_face_with_tongue,0
napewno szansa dostać ale narazie radze się wstrzymać z podniecać bo to różnica kilka klasy rozgrywkowy,0
może w przegląd tak lokalny dziennik który mieć po akredytacja stały móc się coś wykazać,0
kochany two_hearts two_hearts two_hearts face_with_tears_of_joy ty tez nigdy nie zmieniać ikonka bo złamać ja serce broken_heart,0
bedzie można w internet to przeczytać,0
a stolarski to wirtuoz prawy obrona,0
ja nica napisalem ale twierdziłem z finał livre to chyba pewny pieniądz u buk a w finał oby cristina płakać po porażka,0
no właśnie pójść na usos sprawdzić i na szczęście wykład czyli nica z ten rzecz tylko egzamin,0
zawodnik z nazwisko iść tam na emerytura przecież nie być tajemnica,0
i dlatego dowalić jeszcze trochę milion rydzyk żeby sobie daleko szukać geotermia,0
parkan przecież to być marzenie żeby taki para stworzyć w jaga d,0
co tam być nabazgrać,0
czas coraz mniej ale liczyć na to z dzisiejszy wynik teza zrobić swój i kartka brak bilet daleko realny,0
może to od wieko zależeć czy coś,0
pani mieć donośny głos bo jak się mieć pusty łeb to dźwięk mocno rezygnować ten wszystko,1
nie nazwać ten dziennikarstwo face_with_tears_of_joy,0
jaki pracodawca taki obowiązek cóż srebrnik kusić wiedzieć li ty lis co na koniec z judasz się stać,0
a z śniadanie i kawa dzień,0
dwa start w puchar a lista zespół kończyć się na szachtiorze soligorsk i shkendijinieźle,0
vega z światek przestępczy donosić ale to być polegać,0
nie mieć co porównywać z kostaryka serbia,0
sam rozwalić a musić na ktoś zwalić,0
błąd być on zatrudnienie a nie zwolnienie,0
